Linear regression parameters:
Intercept: 0.00367015
Slope: 0.987977
Correlation: 0.994425
Target-output data:
submatrix_0
0.299121 0.296266
0.299121 0.296266
0.299299 0.296186
0.297139 0.294245
0.297139 0.29447
0.296369 0.293566
0.296369 0.293189
0.294917 0.292163
0.294915 0.291957
0.294525 0.291631
0.294524 0.291477
0.293851 0.290574
0.292471 0.289691
0.292469 0.28962
0.291976 0.289418
0.291968 0.289099
0.291618 0.288913
0.291291 0.288693
0.291286 0.288535
0.291724 0.289252
0.291715 0.289734
0.293323 0.291029
0.294856 0.292348
0.295746 0.293046
0.295744 0.293005
0.295425 0.292952
0.29542 0.293381
0.295728 0.293246
0.295726 0.293375
0.295768 0.293303
0.295959 0.293365
0.295923 0.293642
0.296335 0.29376
0.297103 0.294521
0.2971 0.294257
0.296826 0.294203
0.297301 0.294677
0.297298 0.294511
0.296909 0.294222
0.29666 0.294025
0.29517 0.292736
0.294254 0.292027
0.294253 0.292347
0.295109 0.292804
0.295108 0.292804
0.294504 0.292892
0.294838 0.292434
0.296991 0.294526
0.299 0.295829
0.299414 0.296784
0.299494 0.296906
0.29992 0.296787
0.299919 0.296771
0.299918 0.296771
0.299917 0.297334
0.300821 0.298185
0.301035 0.298535
0.301315 0.298694
0.301316 0.29873
0.301583 0.298952
0.301584 0.298967
0.302683 0.3
0.303041 0.300332
0.303264 0.300385
0.302662 0.300058
0.302665 0.299847
0.302386 0.299818
0.302061 0.299255
0.299961 0.297099
0.29789 0.296154
0.298557 0.296112
0.298559 0.295838
0.298633 0.296032
0.297831 0.295399
0.297831 0.295403
0.297776 0.295227
0.297715 0.295206
0.297715 0.294836
0.297699 0.294785
0.29669 0.294218
0.29669 0.294137
0.296762 0.293993
0.296283 0.293553
0.295974 0.293203
0.295972 0.293155
0.295327 0.292867
0.293978 0.291594
0.29388 0.291508
0.293879 0.291508
0.29404 0.291647
0.293753 0.291412
0.294779 0.292433
0.29511 0.292746
0.295877 0.293397
0.297747 0.295305
0.297745 0.295336
0.297986 0.29551
0.29983 0.297258
0.300916 0.298232
0.301537 0.298892
0.301469 0.298899
0.301469 0.298925
0.301747 0.299159
0.303375 0.300584
0.303083 0.300396
0.302517 0.29989
0.30096 0.298945
0.299156 0.296545
0.29749 0.295265
0.297491 0.295162
0.297004 0.294638
0.297005 0.294552
0.296631 0.294093
0.295612 0.29343
0.29609 0.293486
0.295919 0.293611
0.295203 0.292717
0.295202 0.292611
0.29504 0.292595
0.294293 0.292481
0.293883 0.29164
0.293423 0.291904
0.294187 0.291743
0.294186 0.292203
0.296156 0.293586
0.296155 0.293901
0.296465 0.293953
0.296858 0.294134
0.296856 0.294218
0.297188 0.295088
0.297622 0.295139
0.29762 0.295124
0.297143 0.294671
0.296716 0.294751
0.29801 0.295409
0.298007 0.295633
0.297899 0.295684
0.298016 0.295739
0.298015 0.295756
0.298014 0.295615
0.298221 0.295816
0.29827 0.295872
0.299007 0.296614
0.299006 0.296608
0.299153 0.296706
0.298691 0.29663
0.298691 0.296606
0.29869 0.296495
0.29892 0.296476
0.298919 0.296476
0.299176 0.296855
0.299768 0.297321
0.29954 0.297132
0.300127 0.297662
0.300127 0.297662
0.299935 0.297497
0.299907 0.297478
0.300018 0.29757
0.299917 0.297486
0.299996 0.297552
0.299611 0.297234
0.299453 0.297086
0.299564 0.29714
0.299134 0.296768
0.298451 0.296147
0.297303 0.295017
0.297303 0.294964
0.297303 0.294964
0.294958 0.292717
0.294288 0.292109
0.293976 0.291779
0.293337 0.291176
0.293335 0.291098
0.292733 0.290601
0.29273 0.290601
0.292729 0.290566
0.292439 0.290329
0.292438 0.290396
0.292421 0.290421
0.292784 0.290665
0.29269 0.290586
0.292686 0.290625
0.292939 0.290802
0.293508 0.291391
0.293944 0.291763
0.2971 0.294765
0.298024 0.295846
0.299397 0.297096
0.30002 0.297697
0.300019 0.297746
0.300698 0.298351
0.300698 0.298327
0.300576 0.298234
0.30062 0.29825
0.301198 0.298835
0.30186 0.299433
0.301989 0.29943
0.301742 0.299347
0.301743 0.299348
0.301745 0.299287
0.30179 0.299339
0.301831 0.29956
0.301832 0.29959
0.302005 0.29959
0.301924 0.299805
0.301732 0.299177
0.300886 0.298283
0.300598 0.297739
0.300477 0.297671
0.300039 0.297759
0.299981 0.298012
0.299876 0.297381
0.299074 0.296303
0.29748 0.295517
0.29748 0.295417
0.295926 0.294323
0.296179 0.293895
0.296179 0.293883
0.296078 0.293821
0.295921 0.294071
0.296102 0.293942
0.2961 0.294034
0.296276 0.294034
0.296275 0.294136
0.296303 0.293845
0.295976 0.293714
0.295976 0.293593
0.295212 0.293362
0.29521 0.292774
0.294532 0.292373
0.294258 0.292056
0.294257 0.291999
0.293782 0.291916
0.29378 0.291465
0.293135 0.291397
0.293134 0.291041
0.29294 0.290938
0.292589 0.290328
0.292627 0.290575
0.292984 0.290823
0.293784 0.291862
0.295356 0.293076
0.296685 0.294587
0.297834 0.295701
0.298381 0.295751
0.298378 0.296692
0.298376 0.29682
0.300627 0.29851
0.301156 0.298617
0.301532 0.299261
0.302303 0.300449
0.302792 0.300693
0.303563 0.300756
0.30354 0.301188
0.304666 0.302457
0.304667 0.302457
0.306096 0.303148
0.3061 0.303794
0.306102 0.303794
0.30732 0.304744
0.306535 0.303571
0.30563 0.30285
0.304666 0.302158
0.303457 0.301108
0.302892 0.301108
0.3029 0.29976
0.300295 0.298173
0.3003 0.298004
0.298967 0.296327
0.298969 0.296284
0.295715 0.293968
0.295718 0.293803
0.294667 0.292594
0.29286 0.291016
0.292858 0.291126
0.293832 0.291709
0.293884 0.291756
0.294031 0.291855
0.294163 0.292041
0.295045 0.293015
0.295875 0.293693
0.295872 0.293693
0.297377 0.295145
0.297376 0.295145
0.298958 0.296664
0.299722 0.29743
0.299992 0.297659
0.300326 0.297982
0.301941 0.299552
0.302573 0.300136
0.302924 0.300471
0.302925 0.300471
0.303387 0.300936
0.303952 0.301413
0.303835 0.301295
0.30362 0.301123
0.303622 0.301123
0.303624 0.30108
0.303352 0.300858
0.30305 0.300554
0.302755 0.300165
0.301479 0.298998
0.300716 0.298239
0.300392 0.29797
0.300393 0.29797
0.300396 0.297898
0.297969 0.295744
0.298043 0.295686
0.297707 0.295369
0.297708 0.295369
0.297194 0.294935
0.295671 0.293306
0.29369 0.291866
0.293214 0.291061
0.29281 0.290738
0.292363 0.290083
0.292163 0.290045
0.292161 0.289818
0.292184 0.290045
0.29218 0.290117
0.292928 0.290783
0.293136 0.291056
0.294796 0.292656
0.297184 0.294885
0.299021 0.296735
0.299563 0.297196
0.299562 0.29726
0.300531 0.298182
0.300531 0.298192
0.300391 0.298272
0.300367 0.298044
0.299872 0.297627
0.299676 0.297405
0.299676 0.297383
0.299679 0.297354
0.299648 0.297358
0.299648 0.297356
0.299667 0.297371
0.299778 0.297476
0.299258 0.29704
0.299217 0.296935
0.299217 0.296935
0.298747 0.296484
0.298366 0.296117
0.297821 0.295593
0.29765 0.295429
0.297507 0.295276
0.297702 0.295413
0.297701 0.295482
0.297811 0.295592
0.297778 0.295561
0.29805 0.295822
0.298162 0.295932
0.298161 0.295932
0.297928 0.295664
0.297643 0.295456
0.297585 0.295409
0.297584 0.295384
0.297584 0.295384
0.296903 0.294737
0.296613 0.294472
0.296258 0.29413
0.296389 0.294261
0.296387 0.29432
0.297186 0.294981
0.297058 0.29491
0.29789 0.295713
0.29801 0.295831
0.298218 0.296032
0.298617 0.296374
0.298645 0.296417
0.298487 0.296311
0.298487 0.296293
0.29838 0.296236
0.299386 0.297159
0.300448 0.298177
0.300925 0.298579
0.300182 0.297997
0.301526 0.299167
