epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,3.2794386212158204,3.1001077092488605,0.36734,0.2916666666666667
1,1.2967461657333375,2.993649971644084,0.55122,0.4126666666666667
2,1.2797134999847413,7.4399794006347655,0.58084,0.16133333333333333
3,1.0626438119125365,3.298886410077413,0.62578,0.4633333333333333
4,0.8846839798355103,2.39755858929952,0.68334,0.49016666666666664
5,0.812243841342926,2.841972146987915,0.70622,0.396
6,0.7729707387924194,2.995827565193176,0.71754,0.3915
7,0.7325945792770385,2.776318384170532,0.73136,0.487
8,0.689975862607956,3.299020340601603,0.7437,0.481
9,0.6580194801044464,1.1144162975947063,0.75628,0.6426666666666667
10,0.628831009569168,2.060045389811198,0.7663,0.5698333333333333
11,0.606328304977417,2.6208180586496987,0.77052,0.455
12,0.5844840552902222,2.05601345316569,0.78138,0.5055
13,0.548786971988678,2.6255945870081585,0.79412,0.4851666666666667
14,0.5234170996665954,1.7541525154113768,0.80088,0.5983333333333334
15,0.5041442273044586,1.2707303722699483,0.807,0.6531666666666667
16,0.4713254193019867,2.579002410888672,0.8177,0.6018333333333333
17,0.44715183418273924,0.97901371717453,0.82622,0.695
18,0.4284619067668915,1.06287668911616,0.83378,0.6841666666666667
19,0.413658172917366,3.0132565348943077,0.83742,0.5841666666666666
20,0.3994989678621292,1.4518279590606689,0.84312,0.6238333333333334
21,0.3634669478416443,2.7850770778656004,0.85652,0.5831666666666667
22,0.34883610876083376,1.3977761071523032,0.86172,0.65
23,0.3332780463719368,1.254509253501892,0.8651,0.6676666666666666
24,0.30539911274433135,0.9279322597185771,0.87862,0.7228333333333333
25,0.28589658155679704,1.1448533782958985,0.88688,0.6921666666666667
26,0.2762183334684372,1.0884350878397624,0.88958,0.7131666666666666
27,0.2626062016892433,2.9493946793874106,0.89574,0.5971666666666666
28,0.24105269813776017,1.6875251072247823,0.90062,0.638
29,0.22682674255847932,1.3076307411193848,0.9087,0.6965
30,0.2174469547367096,1.2195316042900086,0.91216,0.6895
31,0.19407411058306695,2.279702514966329,0.91992,0.6285
32,0.18363243269205093,1.210938937664032,0.9256,0.7183333333333334
33,0.17766919689416885,1.7539767917792002,0.9278,0.672
34,0.15508304386019706,1.3000511587162813,0.93808,0.7243333333333334
35,0.15186969164848327,1.4037547070185343,0.93892,0.7108333333333333
36,0.14295319900751113,1.2952810417811076,0.94268,0.7205
37,0.12220280916571617,1.3161661213239033,0.95244,0.7191666666666666
38,0.11254223562568426,1.4184655527273813,0.95616,0.7161666666666666
39,0.10985241140782834,1.4421796867052714,0.95836,0.7115
40,0.0938526990866661,1.4754255617459615,0.96304,0.716
41,0.09044113781794906,1.5809649011294047,0.96602,0.714
42,0.08796403777964414,1.5885724426905314,0.96764,0.7106666666666667
43,0.07658321769461035,1.5282430086135865,0.97204,0.7266666666666667
44,0.06751773261770606,1.7091027371088663,0.9763,0.7085
45,0.06974442921832204,1.8603870323499043,0.9751,0.6936666666666667
46,0.06381371632635593,1.670765689531962,0.97716,0.7141666666666666
47,0.05303185403645039,1.7329499306678773,0.9816,0.7181666666666666
48,0.058799286907166244,1.6497654918034872,0.97964,0.7181666666666666
49,0.047340905144959686,1.7265995322863261,0.98408,0.7228333333333333
