epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,13.124991479797364,13.20340650431315,0.18322,0.18083333333333335
1,13.178799595947266,13.20340658569336,0.18236,0.18083333333333335
2,13.178799597167968,13.203406524658202,0.18236,0.18083333333333335
3,13.178799595947266,13.203406539916992,0.18236,0.18083333333333335
4,13.178799586486816,13.203406567891438,0.18236,0.18083333333333335
5,13.17879957824707,13.203406524658202,0.18236,0.18083333333333335
6,13.178799590759278,13.20340658569336,0.18236,0.18083333333333335
7,13.17879958618164,13.20340651957194,0.18236,0.18083333333333335
8,13.178799577941895,13.203406575520834,0.18236,0.18083333333333335
9,13.178799590454101,13.203406534830728,0.18236,0.18083333333333335
10,13.178799616088867,13.203406590779622,0.18236,0.18083333333333335
11,13.178799599609375,13.203406524658202,0.18236,0.18083333333333335
12,13.178799615478516,13.203406575520834,0.18236,0.18083333333333335
13,13.178799606323242,13.203406555175782,0.18236,0.18083333333333335
14,13.178799575805664,13.203406623840332,0.18236,0.18083333333333335
15,13.178799593200683,13.203406529744466,0.18236,0.18083333333333335
16,13.178799583129884,13.203406542460124,0.18236,0.18083333333333335
17,13.178799603271484,13.203406514485676,0.18236,0.18083333333333335
18,13.178799596252441,13.20340660349528,0.18236,0.18083333333333335
19,13.178799578857422,13.203406598409018,0.18236,0.18083333333333335
20,13.178799592285156,13.203406575520834,0.18236,0.18083333333333335
21,13.178799613952636,13.20340650431315,0.18236,0.18083333333333335
22,13.17879959411621,13.203406555175782,0.18236,0.18083333333333335
23,13.178799584655762,13.203406517028808,0.18236,0.18083333333333335
24,13.178799605712891,13.20340653737386,0.18236,0.18083333333333335
25,13.178799601745606,13.203406522115072,0.18236,0.18083333333333335
26,13.178799604492188,13.203406560262044,0.18236,0.18083333333333335
27,13.178799591064454,13.203406529744466,0.18236,0.18083333333333335
28,13.178799617919921,13.20340653737386,0.18236,0.18083333333333335
29,13.178799575195313,13.20340650177002,0.18236,0.18083333333333335
30,13.17879957977295,13.203406534830728,0.18236,0.18083333333333335
31,13.178799592590332,13.203406545003256,0.18236,0.18083333333333335
32,13.178799598083495,13.203406509399414,0.18236,0.18083333333333335
33,13.178799588012696,13.203406557718912,0.18236,0.18083333333333335
34,13.178799588928223,13.203406616210938,0.18236,0.18083333333333335
35,13.178799588623047,13.203406555175782,0.18236,0.18083333333333335
36,13.178799595947266,13.203406532287598,0.18236,0.18083333333333335
37,13.178799584960938,13.203406542460124,0.18236,0.18083333333333335
38,13.178799573364257,13.203406534830728,0.18236,0.18083333333333335
39,13.17879960205078,13.203406545003256,0.18236,0.18083333333333335
40,13.178799589233398,13.203406567891438,0.18236,0.18083333333333335
41,13.178799605712891,13.203406578063964,0.18236,0.18083333333333335
42,13.17879961151123,13.203406534830728,0.18236,0.18083333333333335
43,13.178799575500488,13.20340651957194,0.18236,0.18083333333333335
44,13.178799565734863,13.203406560262044,0.18236,0.18083333333333335
45,13.178799600830079,13.20340658569336,0.18236,0.18083333333333335
46,13.178799570007325,13.203406506856282,0.18236,0.18083333333333335
47,13.178799609375,13.203406539916992,0.18236,0.18083333333333335
48,13.17879961151123,13.203406545003256,0.18236,0.18083333333333335
49,13.178799584960938,13.20340660349528,0.18236,0.18083333333333335
