epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,1.3293963698577882,3.3225236790974937,0.53298,0.346
1,0.9079221390724183,3.313221033732096,0.67416,0.4785
2,0.7909549202346802,4.316044823964437,0.71206,0.4035
3,0.7295007760429383,1.7693400901158651,0.7344,0.581
4,0.6812203179836274,2.804914560317993,0.74806,0.5306666666666666
5,0.6463162394428253,1.1271336243947347,0.7567,0.6685
6,0.6145634174823761,2.602433924357096,0.77096,0.5861666666666666
7,0.5894430093955993,1.0758858092625936,0.7748,0.6946666666666667
8,0.5614035468006134,1.1906665264765421,0.78754,0.6611666666666667
9,0.5393843843889237,0.875220249970754,0.79068,0.7195
10,0.5155070296764374,1.981532219250997,0.79948,0.579
11,0.49603122409820555,1.5064930111567179,0.80568,0.6241666666666666
12,0.47479349207878113,1.1608348864714304,0.81348,0.6751666666666667
13,0.4389435011863709,1.289817151705424,0.82558,0.6146666666666667
14,0.41517159071445464,1.0131746355692546,0.83442,0.6918333333333333
15,0.3982823024368286,0.8638073405424754,0.8403,0.7238333333333333
16,0.36447329324245453,0.8442963320414225,0.85358,0.7388333333333333
17,0.344589723610878,0.9140664788881938,0.8588,0.7231666666666666
18,0.3283789194726944,1.1950316103299459,0.86544,0.6718333333333333
19,0.31407038917064667,1.1030992555618286,0.86994,0.6846666666666666
20,0.28756151458501816,1.4356281127929686,0.88078,0.6646666666666666
21,0.2768005958509445,0.911397763411204,0.88396,0.7473333333333333
22,0.2542787321805954,0.9981433110237121,0.89156,0.7065
23,0.2347773469042778,2.702433417638143,0.90112,0.6246666666666667
24,0.22260247442483902,1.0102178788185119,0.90608,0.7243333333333334
25,0.21595347619295122,1.043937743504842,0.909,0.7368333333333333
26,0.1867651398062706,1.1251080671946208,0.92016,0.7246666666666667
27,0.18012191453814508,1.0788618888060253,0.9247,0.7261666666666666
28,0.16855893402814864,1.1731840149561563,0.93046,0.7343333333333333
29,0.15146727775454522,2.118321230252584,0.93748,0.6415
30,0.1417454230338335,1.3930298268000285,0.94244,0.6985
31,0.13279386760294437,1.2422404238382976,0.94752,0.7253333333333334
32,0.11650226066052914,1.2031045397122702,0.9541,0.7416666666666667
33,0.10790432247877121,1.3110781145095824,0.95752,0.7335
34,0.1045683410358429,1.2937609653472901,0.95854,0.7328333333333333
35,0.09086892387777568,1.359809072971344,0.96506,0.7325
36,0.08302474595278501,1.806633647918701,0.96808,0.6831666666666667
37,0.08185262410402298,1.2782424637476604,0.96996,0.7313333333333333
38,0.06603141367185861,1.456905412197113,0.97622,0.7158333333333333
39,0.06757556691005825,1.448018665154775,0.97488,0.7345
40,0.06041570257321,1.4687567620277404,0.97824,0.7286666666666667
41,0.05321798039741814,1.724521766980489,0.9817,0.7133333333333334
42,0.05363386129312217,1.4684382151762645,0.98144,0.7353333333333333
43,0.05009251143462956,1.529250518600146,0.98234,0.7386666666666667
44,0.04334389526426792,1.55989342157046,0.98582,0.7391666666666666
45,0.040527151244785634,1.6345389930407206,0.98676,0.7341666666666666
46,0.04037848904579878,2.1333750359217327,0.98628,0.6905
47,0.03618748083908111,1.5999144509633383,0.98868,0.7391666666666666
48,0.03305653244114481,1.613881294886271,0.98968,0.7253333333333334
49,0.03429906644262373,1.6394630103111267,0.9891,0.7398333333333333
