epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,2.6149256827545164,2.1792353852589925,0.37012,0.3985
1,1.7817660234832764,2.283801415125529,0.49718,0.3863333333333333
2,1.6381478200912476,1.8919952720006308,0.55176,0.5101666666666667
3,1.5493969681167603,1.6334472147623698,0.58548,0.5668333333333333
4,1.4804458420944213,1.48584179464976,0.60964,0.6196666666666667
5,1.437220883140564,1.5984761533737182,0.62064,0.5871666666666666
6,1.3908645294952393,1.359765679995219,0.63394,0.6445
7,1.3678050319099426,1.3771370388666788,0.6413,0.634
8,1.3300121393585205,1.4262487468719482,0.65072,0.615
9,1.3110830796432495,1.3273569345474243,0.65798,0.6495
10,1.288405958328247,1.2773852179845173,0.66238,0.658
11,1.2567003611373901,1.2852171573638915,0.6714,0.6453333333333333
12,1.23760925365448,1.3545330410003662,0.67746,0.6498333333333334
13,1.2197873714065552,1.4229990151723226,0.6801,0.6336666666666667
14,1.1697447332000732,1.136723924001058,0.69052,0.693
15,1.1543095264053345,1.2241438426971436,0.69432,0.6776666666666666
16,1.145997466545105,1.1375990556081137,0.69602,0.7071666666666667
17,1.1271794731903075,1.1183578872680664,0.70322,0.7063333333333334
18,1.086616389427185,1.0984901717503865,0.71238,0.7053333333333334
19,1.0719958106803893,1.1203171717325846,0.71646,0.6915
20,1.0584929399108887,1.0698484061559042,0.7164,0.7193333333333334
21,1.0450893093872071,1.0590355647404988,0.72328,0.709
22,1.035799363861084,1.0656260072390238,0.72514,0.7131666666666666
23,1.0273370475006103,1.0736649951934814,0.7269,0.717
24,0.9891150590133667,1.0416124661763508,0.73746,0.7178333333333333
25,0.9812274617767334,1.0458298163414002,0.73814,0.7183333333333334
26,0.9631945189285278,1.0297770516077678,0.7417,0.7201666666666666
27,0.9547150061607361,1.0440150413513183,0.74554,0.7173333333333334
28,0.9301199504852294,1.0730544074376425,0.7497,0.712
29,0.9114109782409668,1.0340228397051494,0.7534,0.7235
30,0.8993649584197998,1.0763810167312622,0.75682,0.7243333333333334
31,0.8722245710754395,1.0437791590690613,0.7639,0.7191666666666666
32,0.8628778029441834,1.0002569677035014,0.76678,0.7213333333333334
33,0.854396643371582,1.0481016494433084,0.77012,0.7141666666666666
34,0.8452115349388123,1.0254111886024475,0.77186,0.7283333333333334
35,0.8371697751998901,1.0272122920354207,0.77436,0.725
36,0.8149428848171234,0.9925720580418904,0.77902,0.7356666666666667
37,0.8065812813949585,1.0210997063318887,0.78058,0.719
38,0.7926370393943787,1.0662434593836467,0.78282,0.7178333333333333
39,0.7668514911842346,1.0245083494186402,0.7905,0.7255
40,0.7610023702049256,0.9940984257062276,0.7922,0.7333333333333333
41,0.7502876117515564,1.0333765207926433,0.79506,0.7293333333333333
42,0.7255572926521301,0.9891915184656779,0.79956,0.73
43,0.7218649954223633,1.0321707158088684,0.80216,0.729
44,0.719099900970459,0.9921616900761923,0.80024,0.732
45,0.6893245607471467,1.0020951857566833,0.80814,0.7353333333333333
46,0.6859398945617676,1.0226494606335959,0.80928,0.7313333333333333
47,0.6755594444084168,0.9949425427118938,0.8132,0.7336666666666667
48,0.6596044955635071,1.0044607299168904,0.8151,0.7376666666666667
49,0.6499423104000092,1.003882800102234,0.81858,0.7355
50,0.6487148503303528,1.0337509435017904,0.81816,0.7325
51,0.6261088306236267,0.9793499066034953,0.82242,0.7373333333333333
52,0.6202238645744323,0.9965414768854777,0.82604,0.737
53,0.613206022644043,1.0384944744110107,0.82602,0.7345
54,0.6087898736572266,1.016515862941742,0.8295,0.7283333333333334
55,0.5946369190597535,1.0009633490244547,0.83058,0.7333333333333333
56,0.5858233898353576,1.0025737910270691,0.83452,0.7345
57,0.5808497391986847,1.0274154555002848,0.83822,0.7303333333333333
58,0.5678369209957123,1.0357042042414348,0.83928,0.7285
59,0.5608796744918824,1.0347492968241374,0.84034,0.7325
60,0.5618201931190491,1.024961364666621,0.84036,0.7336666666666667
61,0.5448702505207061,1.04883260846138,0.84536,0.7335
62,0.5377424062919617,1.0392899440129597,0.84676,0.7316666666666667
63,0.532816901512146,1.0337506852149962,0.84852,0.7296666666666667
64,0.5213210753154754,1.046343702952067,0.85024,0.7356666666666667
65,0.5196822951316834,1.0412985870043436,0.85272,0.7325
66,0.5167263293361664,1.0360282923380535,0.85288,0.7368333333333333
67,0.49953342168807985,1.057886538028717,0.85614,0.73
