-0.378432 0 0 -0.00378432 0 0 -0.0563734 -0.272313 0.00608051 0.250755
-0.378432 -0.378432 0 0 -0.00378432 0 -0.0563734 -0.272313 0.00608051 0.250755
-0.369418 -0.378432 -0.378432 9.01399e-05 0 -0.00378432 -0.0563734 -0.272313 0.00608051 0.250755
-0.360225 -0.369418 -0.378432 9.19207e-05 9.01399e-05 0 -0.0563734 -0.272313 0.00608051 0.250755
-0.350856 -0.360225 -0.369418 9.36923e-05 9.19207e-05 9.01399e-05 -0.0563734 -0.272313 0.00608051 0.250755
-0.319664 -0.350856 -0.360225 0.000311925 9.36923e-05 9.19207e-05 -0.0699511 -0.269278 0.00581868 0.250755
-0.309943 -0.319664 -0.350856 9.72073e-05 0.000311925 9.36923e-05 -0.0699511 -0.269278 0.00581868 0.34558
-0.300048 -0.309943 -0.319664 9.89503e-05 9.72073e-05 0.000311925 -0.0699511 -0.269278 0.00581868 0.34558
-0.28998 -0.300048 -0.309943 0.000100683 9.89503e-05 9.72073e-05 -0.0699511 -0.269278 0.00581868 0.34558
-0.279739 -0.28998 -0.300048 0.000102406 0.000100683 9.89503e-05 -0.0699511 -0.269278 0.00581868 0.34558
-0.250236 -0.279739 -0.28998 0.000295033 0.000102406 0.000100683 -0.0814089 -0.271887 0.00569059 0.449789
-0.239654 -0.250236 -0.279739 0.000105821 0.000295033 0.000102406 -0.0814089 -0.271887 0.00569059 0.449789
-0.228902 -0.239654 -0.250236 0.000107513 0.000105821 0.000295033 -0.0814089 -0.271887 0.00569059 0.449789
-0.217983 -0.228902 -0.239654 0.000109194 0.000107513 0.000105821 -0.0814089 -0.271887 0.00569059 0.449789
-0.206896 -0.217983 -0.228902 0.000110864 0.000109194 0.000107513 -0.0814089 -0.271887 0.00569059 0.449789
-0.195644 -0.206896 -0.217983 0.000112523 0.000110864 0.000109194 -0.0814089 -0.271887 0.00569059 0.449789
-0.165617 -0.195644 -0.206896 0.00030027 0.000112523 0.000110864 -0.0938357 -0.274058 0.00515382 0.59051
-0.154036 -0.165617 -0.195644 0.000115808 0.00030027 0.000112523 -0.0938357 -0.274058 0.00515382 0.59051
-0.142293 -0.154036 -0.165617 0.000117432 0.000115808 0.00030027 -0.0938357 -0.274058 0.00515382 0.59051
-0.130388 -0.142293 -0.154036 0.000119045 0.000117432 0.000115808 -0.0938357 -0.274058 0.00515382 0.59051
-0.10152 -0.130388 -0.142293 0.000288686 0.000119045 0.000117432 -0.107476 -0.264733 0.00392657 0.59051
-0.0892964 -0.10152 -0.130388 0.000122236 0.000288686 0.000119045 -0.107476 -0.264733 0.00392657 0.678811
