epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,2.918437365112305,2.9018892523447675,0.17854,0.18283333333333332
1,2.588124601135254,2.5239503065745037,0.24024,0.281
2,2.1811639447784423,1.9355384607315063,0.33894,0.3965
3,1.9914172428894044,2.100316079457601,0.38804,0.38766666666666666
4,1.850997739944458,1.7753911851247153,0.42532,0.44666666666666666
5,1.7675206361007691,1.7202825406392415,0.44926,0.4578333333333333
6,1.7005503676605225,1.6017685953776042,0.46784,0.4821666666666667
7,1.63616547039032,1.6265527559916177,0.48986,0.5035
8,1.5878903959655761,1.452464293162028,0.5085,0.5463333333333333
9,1.5458621186447143,1.4132703358332317,0.52494,0.5728333333333333
10,1.5078965531158448,1.5990866966247559,0.54334,0.52
11,1.4760737698364257,1.4609727716445924,0.55856,0.567
12,1.4418737170028686,1.4828306436538696,0.5703,0.5671666666666667
13,1.3937839986038207,1.3076772508621215,0.58958,0.6188333333333333
14,1.36884395652771,1.3560004526774088,0.5959,0.6098333333333333
15,1.3349018866729736,1.3528332811991373,0.60922,0.6091666666666666
16,1.3191030768585206,1.39123144976298,0.61676,0.6075
17,1.282584743309021,1.2724781211217244,0.63046,0.6276666666666667
18,1.2611861925888062,1.3877575238545736,0.63826,0.6048333333333333
19,1.242649418258667,1.2698903891245523,0.64322,0.6333333333333333
20,1.2327381406402589,1.298226019859314,0.64938,0.6306666666666667
21,1.1975286081314087,1.1985337840716044,0.65996,0.6593333333333333
22,1.174833914680481,1.2125165748596192,0.66662,0.6605
23,1.1652777901077271,1.3029224770863852,0.67446,0.6276666666666667
24,1.1449586466598511,1.2630818608601888,0.67744,0.6536666666666666
25,1.1165131306266785,1.2085174034436543,0.68784,0.657
26,1.0945691067504884,1.2375234243075053,0.69578,0.6563333333333333
27,1.0803723851013183,1.2507630173365276,0.69956,0.6513333333333333
28,1.0505341989898682,1.2323860680262249,0.71044,0.6566666666666666
29,1.0315186959075928,1.2342293561299642,0.71444,0.6643333333333333
30,1.0138130734443664,1.2004542245864869,0.7202,0.6776666666666666
31,0.9860187160110474,1.228118162314097,0.73058,0.6688333333333333
32,0.9652018167495727,1.2431438700358073,0.73576,0.6693333333333333
33,0.9503620058441162,1.3147980677286784,0.7425,0.6583333333333333
34,0.919329074306488,1.3019121046066284,0.75294,0.6566666666666666
35,0.8982998271751403,1.278154953479767,0.7584,0.6636666666666666
36,0.882282578868866,1.3197101718584696,0.76422,0.6583333333333333
37,0.8565460201835632,1.3078284505208333,0.77328,0.6713333333333333
38,0.843096282901764,1.3208278131484985,0.77768,0.6706666666666666
39,0.8275986138534546,1.4401338602701823,0.78328,0.6546666666666666
40,0.7997511421394348,1.3042018604278565,0.79156,0.6725
41,0.7776699629402161,1.3861233174006145,0.79852,0.6611666666666667
42,0.7685998404502868,1.428719087600708,0.80274,0.6583333333333333
43,0.7413308648109436,1.4792527068456014,0.8117,0.6518333333333334
44,0.7327228736114502,1.4255792455673217,0.81256,0.6608333333333334
45,0.7168238199806214,1.4318560320536295,0.81924,0.663
46,0.6918743821525574,1.4890630127588909,0.82618,0.6593333333333333
47,0.6770470590400696,1.5463054116566977,0.83242,0.6545
48,0.6721453587532044,1.5443122453689575,0.83412,0.6563333333333333
49,0.6505805339622498,1.5400803486506145,0.84234,0.6546666666666666
