epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,2.827263767852783,3.3843875166575113,0.29484,0.18216666666666667
1,2.093275656852722,2.098020524978638,0.3807,0.36966666666666664
2,1.8662410536193847,2.223674486160278,0.41988,0.3438333333333333
3,1.7319584483718873,1.655684850056966,0.4514,0.4825
4,1.6262210976028442,2.1858310553232827,0.48284,0.402
5,1.5294558932113647,1.5566867087682088,0.52004,0.5245
6,1.4418705633544922,1.4976037839253744,0.55392,0.5401666666666667
7,1.3802751943206788,1.3398992269833883,0.57228,0.5926666666666667
8,1.330221311454773,1.344548313140869,0.59084,0.5921666666666666
9,1.3009533951187133,1.3006235287984211,0.60384,0.6041666666666666
10,1.2741185945892335,1.3701181513468423,0.61,0.5858333333333333
11,1.2483890203094483,1.2747435760498047,0.61904,0.6135
12,1.2364568784713745,1.3970184084574382,0.6214,0.572
13,1.2140344610977172,1.39479221757253,0.63168,0.5863333333333334
14,1.1938888665771485,1.2999746494293214,0.63586,0.6146666666666667
15,1.1613700176429749,1.186328182220459,0.64906,0.641
16,1.1431133993148803,1.407593444188436,0.6547,0.581
17,1.1370729263687134,1.190414742787679,0.65238,0.6496666666666666
18,1.1272778721237182,1.2593097718556723,0.65534,0.6208333333333333
19,1.0956490450668335,1.2672530962626138,0.67064,0.6245
20,1.0816057684898377,1.153955549875895,0.67218,0.6598333333333334
21,1.0756854614257811,1.1594403460820515,0.67232,0.6555
22,1.067212883720398,1.241338971932729,0.67454,0.617
23,1.0614065265274049,1.1907392717997234,0.67566,0.6461666666666667
24,1.0360519216537476,1.23899454053243,0.68316,0.6288333333333334
25,1.027035577354431,1.346519292831421,0.68556,0.5908333333333333
26,1.016810553340912,1.1016411045392354,0.6922,0.6698333333333333
27,1.0164683444786071,1.2007947518030802,0.6924,0.6466666666666666
28,1.0112935425186158,1.49411802927653,0.69412,0.571
29,1.0010923557090758,1.117972076733907,0.69634,0.6673333333333333
30,0.9807079810333252,1.1002075532277424,0.70202,0.6738333333333333
31,0.9743981104278564,1.2360944522221884,0.70204,0.6221666666666666
32,0.9662210017585754,1.2659992392857868,0.70582,0.6141666666666666
33,0.9456006142997742,1.0897638292312621,0.7134,0.6693333333333333
34,0.9390793451690674,1.1289859612782795,0.71524,0.6651666666666667
35,0.9353467023468017,1.0852348960240683,0.71274,0.668
36,0.9091383496284485,1.2548700383504232,0.72206,0.6315
37,0.903258905544281,1.058859451452891,0.72432,0.6783333333333333
38,0.9002469173049926,1.140830457687378,0.72764,0.6621666666666667
39,0.892608524646759,1.0735064576466877,0.72884,0.6813333333333333
40,0.8921690908622741,1.1655204569498698,0.72998,0.6536666666666666
41,0.8686655323219299,1.1036321522394816,0.73378,0.678
42,0.8603446582412719,1.062566688855489,0.73898,0.6821666666666667
43,0.8540643399620056,1.1073965040842693,0.7404,0.6771666666666667
44,0.8386281714248657,1.0835000731150308,0.74508,0.6835
45,0.8334546061706543,1.0911285193761189,0.7459,0.6828333333333333
46,0.8269893956947326,1.0923368469874064,0.7498,0.6798333333333333
47,0.807454669418335,1.0723890889485677,0.75274,0.6888333333333333
48,0.8023710254478454,1.0961936016082763,0.75764,0.683
49,0.7892917457771301,1.07319881884257,0.7606,0.6855
