1 0 0 0 0 0 0 0 0.326448
1 1 0 0 0 0 0 0 0.326448
1 1 1 0 0 0 0.326448 0 0.326449
0.00905641 1 1 0.00122934 0 0 0.326449 0.326448 0.32643
0.00905641 0.00905641 1 0.00122934 0.00122934 0 0.32643 0.326449 0.326431
0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 0.326431 0.32643 0.326432
0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 0.326432 0.326431 0.326433
0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 0.326433 0.326432 0.326434
0.00901055 0.00905641 0.00905641 0.000801693 0.00122934 0.00122934 0.326434 0.326433 0.326421
0.00901055 0.00901055 0.00905641 0.000801693 0.000801693 0.00122934 0.326421 0.326434 0.326423
0.00901055 0.00901055 0.00901055 0.000801693 0.000801693 0.000801693 0.326421 0.326434 0.326423
0.00901055 0.00901055 0.00901055 0.000801693 0.000801693 0.000801693 0.326423 0.326421 0.326424
0.008902 0.00901055 0.00901055 0.000180258 0.000801693 0.000801693 0.326424 0.326423 0.326405
0.008902 0.008902 0.00901055 0.000180258 0.000180258 0.000801693 0.326405 0.326424 0.326405
0.008902 0.008902 0.008902 0.000180258 0.000180258 0.000180258 0.326405 0.326424 0.326405
0.008902 0.008902 0.008902 0.000180258 0.000180258 0.000180258 0.326405 0.326405 0.326376
0.008902 0.008902 0.008902 0.000180258 0.000180258 0.000180258 0.326376 0.326405 0.326377
0.00867897 0.008902 0.008902 -0.000384613 0.000180258 0.000180258 0.326377 0.326376 0.326378
0.00867897 0.00867897 0.008902 -0.000384613 -0.000384613 0.000180258 0.326377 0.326376 0.326378
0.00867897 0.00867897 0.00867897 -0.000384613 -0.000384613 -0.000384613 0.326378 0.326377 0.326378
0.00867897 0.00867897 0.00867897 -0.000384613 -0.000384613 -0.000384613 0.326378 0.326378 0.326345
0.00867897 0.00867897 0.00867897 -0.000384613 -0.000384613 -0.000384613 0.326378 0.326378 0.326345
0.0083271 0.00867897 0.00867897 -0.000949363 -0.000384613 -0.000384613 0.326345 0.326378 0.326346
0.0083271 0.0083271 0.00867897 -0.000949363 -0.000949363 -0.000384613 0.326346 0.326345 0.326347
0.0083271 0.0083271 0.0083271 -0.000949363 -0.000949363 -0.000949363 0.326347 0.326346 0.326307
0.0083271 0.0083271 0.0083271 -0.000949363 -0.000949363 -0.000949363 0.326347 0.326346 0.326307
0.00799472 0.0083271 0.0083271 -0.00165927 -0.000949363 -0.000949363 0.326307 0.326347 0.326309
0.00799472 0.00799472 0.0083271 -0.00165927 -0.00165927 -0.000949363 0.326307 0.326347 0.326309
0.00799472 0.00799472 0.00799472 -0.00165927 -0.00165927 -0.00165927 0.326309 0.326307 0.32631
0.00799472 0.00799472 0.00799472 -0.00165927 -0.00165927 -0.00165927 0.32631 0.326309 0.32631
0.00799472 0.00799472 0.00799472 -0.00165927 -0.00165927 -0.00165927 0.32631 0.32631 0.326265
0.00760436 0.00799472 0.00799472 -0.00264436 -0.00165927 -0.00165927 0.326265 0.32631 0.326266
0.00760436 0.00760436 0.00799472 -0.00264436 -0.00264436 -0.00165927 0.326266 0.326265 0.326267
0.00760436 0.00760436 0.00760436 -0.00264436 -0.00264436 -0.00264436 0.326267 0.326266 0.326267
0.00714894 0.00760436 0.00760436 -0.00377604 -0.00264436 -0.00264436 0.326267 0.326267 0.326209
0.00714894 0.00714894 0.00760436 -0.00377604 -0.00377604 -0.00264436 0.326267 0.326267 0.326209
0.00714894 0.00714894 0.00714894 -0.00377604 -0.00377604 -0.00377604 0.326209 0.326267 0.32621
0.00714894 0.00714894 0.00714894 -0.00377604 -0.00377604 -0.00377604 0.32621 0.326209 0.326142
0.00714894 0.00714894 0.00714894 -0.00377604 -0.00377604 -0.00377604 0.32621 0.326209 0.326142
0.00714894 0.00714894 0.00714894 -0.00377604 -0.00377604 -0.00377604 0.326142 0.32621 0.326143
0.0064831 0.00714894 0.00714894 -0.00518701 -0.00377604 -0.00377604 0.326143 0.326142 0.326144
0.0064831 0.0064831 0.00714894 -0.00518701 -0.00518701 -0.00377604 0.326144 0.326143 0.326145
0.0064831 0.0064831 0.0064831 -0.00518701 -0.00518701 -0.00518701 0.326145 0.326144 0.326056
0.0064831 0.0064831 0.0064831 -0.00518701 -0.00518701 -0.00518701 0.326145 0.326144 0.326056
0.0064831 0.0064831 0.0064831 -0.00518701 -0.00518701 -0.00518701 0.326056 0.326145 0.326057
0.0064831 0.0064831 0.0064831 -0.00518701 -0.00518701 -0.00518701 0.326056 0.326145 0.326057
0.00588999 0.0064831 0.0064831 -0.00672601 -0.00518701 -0.00518701 0.326057 0.326056 0.326057
0.00588999 0.00588999 0.0064831 -0.00672601 -0.00672601 -0.00518701 0.326057 0.326057 0.325967
0.00588999 0.00588999 0.00588999 -0.00672601 -0.00672601 -0.00672601 0.326057 0.326057 0.325967
0.00588999 0.00588999 0.00588999 -0.00672601 -0.00672601 -0.00672601 0.325967 0.326057 0.325968
0.00588999 0.00588999 0.00588999 -0.00672601 -0.00672601 -0.00672601 0.325968 0.325967 0.325968
0.00526096 0.00588999 0.00588999 -0.008128 -0.00672601 -0.00672601 0.325968 0.325968 0.325969
0.00526096 0.00526096 0.00588999 -0.008128 -0.008128 -0.00672601 0.325969 0.325968 0.325883
0.00526096 0.00526096 0.00526096 -0.008128 -0.008128 -0.008128 0.325969 0.325968 0.325883
0.00479708 0.00526096 0.00526096 -0.00900949 -0.008128 -0.008128 0.325883 0.325969 0.325883
0.00479708 0.00479708 0.00526096 -0.00900949 -0.00900949 -0.008128 0.325883 0.325883 0.325884
0.00475014 0.00479708 0.00479708 -0.00949031 -0.00900949 -0.00900949 0.325884 0.325883 0.325826
0.00475014 0.00475014 0.00479708 -0.00949031 -0.00949031 -0.00900949 0.325826 0.325884 0.325827
0.00475014 0.00475014 0.00475014 -0.00949031 -0.00949031 -0.00949031 0.325827 0.325826 0.325828
0.00475014 0.00475014 0.00475014 -0.00949031 -0.00949031 -0.00949031 0.325827 0.325826 0.325828
0.0044973 0.00475014 0.00475014 -0.00972798 -0.00949031 -0.00949031 0.325828 0.325827 0.325808
0.0044973 0.0044973 0.00475014 -0.00972798 -0.00972798 -0.00949031 0.325808 0.325828 0.325808
0.0044973 0.0044973 0.0044973 -0.00972798 -0.00972798 -0.00972798 0.325808 0.325828 0.325808
0.0041634 0.0044973 0.0044973 -0.00977201 -0.00972798 -0.00972798 0.325808 0.325808 0.325809
0.0041634 0.0041634 0.0044973 -0.00977201 -0.00977201 -0.00972798 0.325808 0.325808 0.325809
0.0041634 0.0041634 0.0041634 -0.00977201 -0.00977201 -0.00977201 0.325809 0.325808 0.325771
0.0041634 0.0041634 0.0041634 -0.00977201 -0.00977201 -0.00977201 0.325771 0.325809 0.325771
0.0041634 0.0041634 0.0041634 -0.00977201 -0.00977201 -0.00977201 0.325771 0.325809 0.325771
0.00383072 0.0041634 0.0041634 -0.00967371 -0.00977201 -0.00977201 0.325771 0.325771 0.325771
0.00378516 0.00383072 0.0041634 -0.00950368 -0.00967371 -0.00977201 0.325771 0.325771 0.32576
0.00378516 0.00378516 0.00383072 -0.00950368 -0.00950368 -0.00967371 0.32576 0.325771 0.325766
0.00378516 0.00378516 0.00378516 -0.00950368 -0.00950368 -0.00950368 0.32576 0.325771 0.325766
