0.0083518 0 0 8.3518e-05 0 0 -0.0563734 -0.272313 0.00608051 0.031199
0.0083518 0.0083518 0 0 8.3518e-05 0 -0.0563734 -0.272313 0.00608051 0.031199
0.0083518 0.0083518 0.0083518 0 0 8.3518e-05 -0.0563734 -0.272313 0.00608051 0.031199
0.0083518 0.0083518 0.0083518 0 0 0 -0.0563734 -0.272313 0.00608051 0.031199
0.0083518 0.0083518 0.0083518 0 0 0 -0.0563734 -0.272313 0.00608051 0.031199
0.00823631 0.0083518 0.0083518 -1.15492e-06 0 0 -0.0699511 -0.269278 0.00581868 0.031199
0.00823631 0.00823631 0.0083518 0 -1.15492e-06 0 -0.0699511 -0.269278 0.00581868 0.0290172
0.00823631 0.00823631 0.00823631 0 0 -1.15492e-06 -0.0699511 -0.269278 0.00581868 0.0290172
0.00823631 0.00823631 0.00823631 0 0 0 -0.0699511 -0.269278 0.00581868 0.0290172
0.00823631 0.00823631 0.00823631 0 0 0 -0.0699511 -0.269278 0.00581868 0.0290172
0.00825686 0.00823631 0.00823631 2.05508e-07 0 0 -0.0814089 -0.271887 0.00569059 0.0294892
0.00825686 0.00825686 0.00823631 0 2.05508e-07 0 -0.0814089 -0.271887 0.00569059 0.0294892
0.00825686 0.00825686 0.00825686 0 0 2.05508e-07 -0.0814089 -0.271887 0.00569059 0.0294892
0.00825686 0.00825686 0.00825686 0 0 0 -0.0814089 -0.271887 0.00569059 0.0294892
0.00825686 0.00825686 0.00825686 0 0 0 -0.0814089 -0.271887 0.00569059 0.0294892
0.00825686 0.00825686 0.00825686 0 0 0 -0.0814089 -0.271887 0.00569059 0.0294892
0.00813303 0.00825686 0.00825686 -1.23826e-06 0 0 -0.0938357 -0.274058 0.00515382 0.0294332
0.00813303 0.00813303 0.00825686 0 -1.23826e-06 0 -0.0938357 -0.274058 0.00515382 0.0294332
0.00813303 0.00813303 0.00813303 0 0 -1.23826e-06 -0.0938357 -0.274058 0.00515382 0.0294332
0.00813303 0.00813303 0.00813303 0 0 0 -0.0938357 -0.274058 0.00515382 0.0294332
0.0077534 0.00813303 0.00813303 -3.79635e-06 0 0 -0.107476 -0.264733 0.00392657 0.0294332
0.0077534 0.0077534 0.00813303 0 -3.79635e-06 0 -0.107476 -0.264733 0.00392657 0.0281525
0.0077534 0.0077534 0.0077534 0 0 -3.79635e-06 -0.107476 -0.264733 0.00392657 0.0281525
0.0077534 0.0077534 0.0077534 0 0 0 -0.107476 -0.264733 0.00392657 0.0281525
0.00774599 0.0077534 0.0077534 -7.41049e-08 0 0 -0.118337 -0.260227 0.00365237 0.0284621
0.00774599 0.00774599 0.0077534 0 -7.41049e-08 0 -0.118337 -0.260227 0.00365237 0.0284621
0.00774599 0.00774599 0.00774599 0 0 -7.41049e-08 -0.118337 -0.260227 0.00365237 0.0284621
0.00774599 0.00774599 0.00774599 0 0 0 -0.118337 -0.260227 0.00365237 0.0284621
0.00774599 0.00774599 0.00774599 0 0 0 -0.118337 -0.260227 0.00365237 0.0284621
0.00803053 0.00774599 0.00774599 2.84539e-06 0 0 -0.133228 -0.252591 0.0027379 0.0300099
0.00803053 0.00803053 0.00774599 0 2.84539e-06 0 -0.133228 -0.252591 0.0027379 0.0300099
0.00803053 0.00803053 0.00803053 0 0 2.84539e-06 -0.133228 -0.252591 0.0027379 0.0300099
0.00803053 0.00803053 0.00803053 0 0 0 -0.133228 -0.252591 0.0027379 0.0300099
0.00803053 0.00803053 0.00803053 0 0 0 -0.133228 -0.252591 0.0027379 0.0300099
0.00851071 0.00803053 0.00803053 4.80186e-06 0 0 -0.148871 -0.242566 0.00145389 0.0300099
0.00851071 0.00851071 0.00803053 0 4.80186e-06 0 -0.148871 -0.242566 0.00145389 0.0325454
0.00851071 0.00851071 0.00851071 0 0 4.80186e-06 -0.148871 -0.242566 0.00145389 0.0325454
0.00851071 0.00851071 0.00851071 0 0 0 -0.148871 -0.242566 0.00145389 0.0325454
0.00865656 0.00851071 0.00851071 1.45847e-06 0 0 -0.160498 -0.234362 0.000491107 0.0325454
0.00865656 0.00865656 0.00851071 0 1.45847e-06 0 -0.160498 -0.234362 0.000491107 0.0337908
0.00865656 0.00865656 0.00865656 0 0 1.45847e-06 -0.160498 -0.234362 0.000491107 0.0337908
0.00865656 0.00865656 0.00865656 0 0 0 -0.160498 -0.234362 0.000491107 0.0337908
