1.22004 1.20984 1.20984 0.00397558 0.00397558 0.00397558 -0.729452 -0.712246 -0.712246 -1.6956 -1.6956 -1.6956 0.0381481 0.0381481 0.0381481 0.109754 0.109754 0.109754 0.239739 0.226264 -0.0450033 1.73737 -1.82469 0.100834
1.23006 1.22004 1.20984 0.00397558 0.00397558 0.00397558 -0.74676 -0.729452 -0.712246 -1.6956 -1.6956 -1.6956 0.0381481 0.0381481 0.0381481 0.109754 0.109754 0.109754 0.239739 0.226264 -0.0450033 1.73737 -1.82469 0.100834
1.23991 1.23006 1.22004 0.00397558 0.00397558 0.00397558 -0.764166 -0.74676 -0.729452 -1.6956 -1.6956 -1.6956 0.0381481 0.0381481 0.0381481 0.109754 0.109754 0.109754 0.239739 0.226264 -0.0450033 1.73737 -1.82469 0.100834
1.24959 1.23991 1.23006 0.00397558 0.00397558 0.00397558 -0.781671 -0.764166 -0.74676 -1.6956 -1.6956 -1.6956 0.0381481 0.0381481 0.0381481 0.109754 0.109754 0.109754 0.239739 0.226264 -0.0450033 1.73737 -1.82469 0.100834
1.18993 1.24959 1.23991 0.0174748 0.00397558 0.00397558 -0.777921 -0.781671 -0.764166 -1.62749 -1.6956 -1.6956 0.0384382 0.0381481 0.0381481 0.110235 0.109754 0.109754 0.247812 0.22361 -0.0446201 1.73737 -1.82469 0.100834
1.19926 1.18993 1.24959 -0.0391627 0.0174748 0.00397558 -0.795615 -0.777921 -0.781671 -1.73351 -1.62749 -1.6956 0.0384382 0.0384382 0.0381481 0.111142 0.110235 0.109754 0.247812 0.22361 -0.0446201 1.68073 -1.93072 0.101741
1.2084 1.19926 1.18993 -0.0391627 -0.0391627 0.0174748 -0.813402 -0.795615 -0.777921 -1.73351 -1.73351 -1.62749 0.0384382 0.0384382 0.0384382 0.111142 0.111142 0.110235 0.247812 0.22361 -0.0446201 1.68073 -1.93072 0.101741
1.21737 1.2084 1.19926 -0.0391627 -0.0391627 -0.0391627 -0.831279 -0.813402 -0.795615 -1.73351 -1.73351 -1.73351 0.0384382 0.0384382 0.0384382 0.111142 0.111142 0.111142 0.247812 0.22361 -0.0446201 1.68073 -1.93072 0.101741
1.22616 1.21737 1.2084 -0.0391627 -0.0391627 -0.0391627 -0.849245 -0.831279 -0.813402 -1.73351 -1.73351 -1.73351 0.0384382 0.0384382 0.0384382 0.111142 0.111142 0.111142 0.247812 0.22361 -0.0446201 1.68073 -1.93072 0.101741
1.15682 1.22616 1.21737 -0.0241015 -0.0391627 -0.0391627 -0.839231 -0.849245 -0.831279 -1.66574 -1.73351 -1.73351 0.0395554 0.0384382 0.0384382 0.113637 0.111142 0.111142 0.256804 0.209719 -0.0453558 1.68073 -1.93072 0.101741
1.16525 1.15682 1.22616 -0.106949 -0.0241015 -0.0391627 -0.857369 -0.839231 -0.849245 -1.76199 -1.66574 -1.73351 0.0395554 0.0395554 0.0384382 0.117408 0.113637 0.111142 0.256804 0.209719 -0.0453558 1.59789 -2.02696 0.105512
1.17349 1.16525 1.15682 -0.106949 -0.106949 -0.0241015 -0.875591 -0.857369 -0.839231 -1.76199 -1.76199 -1.66574 0.0395554 0.0395554 0.0395554 0.117408 0.117408 0.113637 0.256804 0.209719 -0.0453558 1.59789 -2.02696 0.105512
1.10495 1.17349 1.16525 -0.090203 -0.106949 -0.106949 -0.861898 -0.875591 -0.857369 -1.69382 -1.76199 -1.76199 0.0410887 0.0395554 0.0395554 0.119741 0.117408 0.117408 0.265598 0.195029 -0.045892 1.59789 -2.02696 0.105512
1.10336 1.10495 1.17349 -0.0725108 -0.090203 -0.106949 -0.876 -0.861898 -0.875591 -1.62561 -1.69382 -1.76199 0.0412721 0.0410887 0.0395554 0.120937 0.119741 0.117408 0.266354 0.193542 -0.0459494 1.59789 -2.02696 0.105512
1.11105 1.10336 1.10495 -0.164185 -0.0725108 -0.090203 -0.894461 -0.876 -0.861898 -1.66491 -1.62561 -1.69382 0.0412721 0.0412721 0.0410887 0.126529 0.120937 0.119741 0.266354 0.193542 -0.0459494 1.50621 -2.06627 0.111104
1.11856 1.11105 1.10336 -0.164185 -0.164185 -0.0725108 -0.912998 -0.894461 -0.876 -1.66491 -1.66491 -1.62561 0.0412721 0.0412721 0.0412721 0.126529 0.126529 0.120937 0.266354 0.193542 -0.0459494 1.50621 -2.06627 0.111104
1.12589 1.11856 1.11105 -0.164185 -0.164185 -0.164185 -0.931608 -0.912998 -0.894461 -1.66491 -1.66491 -1.66491 0.0412721 0.0412721 0.0412721 0.126529 0.126529 0.126529 0.266354 0.193542 -0.0459494 1.50621 -2.06627 0.111104
1.13302 1.12589 1.11856 -0.164185 -0.164185 -0.164185 -0.950291 -0.931608 -0.912998 -1.66491 -1.66491 -1.66491 0.0412721 0.0412721 0.0412721 0.126529 0.126529 0.126529 0.266354 0.193542 -0.0459494 1.50621 -2.06627 0.111104
1.08369 1.13302 1.12589 -0.145859 -0.164185 -0.164185 -0.942052 -0.950291 -0.931608 -1.59772 -1.66491 -1.66491 0.0421989 0.0412721 0.0412721 0.126545 0.126529 0.126529 0.272298 0.183657 -0.0464814 1.50621 -2.06627 0.111104
1.09046 1.08369 1.13302 -0.216413 -0.145859 -0.164185 -0.960874 -0.942052 -0.950291 -1.66451 -1.59772 -1.66491 0.0421989 0.0421989 0.0412721 0.128451 0.126545 0.126529 0.272298 0.183657 -0.0464814 1.43566 -2.13306 0.113009
1.09703 1.09046 1.08369 -0.216413 -0.216413 -0.145859 -0.979763 -0.960874 -0.942052 -1.66451 -1.66451 -1.59772 0.0421989 0.0421989 0.0421989 0.128451 0.128451 0.126545 0.272298 0.183657 -0.0464814 1.43566 -2.13306 0.113009
