0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0.000529354 0 0 0.00467105 0 0 0.00523977
0.000556315 0.000529354 0 0.00432708 0.00467105 0 0.00524019
0.000447102 0.000556315 0.000529354 0.00204774 0.00432708 0.00467105 0.00400085
0.000503643 0.000447102 0.000556315 0.00195699 0.00204774 0.00432708 0.00400141
0.000457132 0.000503643 0.000447102 0.00147791 0.00195699 0.00204774 0.00400197
0.00047014 0.000457132 0.000503643 0.00211099 0.00147791 0.00195699 0.00400252
0.000383851 0.00047014 0.000457132 -0.000827791 0.00211099 0.00147791 0.00400308
0.000379139 0.000383851 0.00047014 -0.000355544 -0.000827791 0.00211099 0.000565611
0.000327582 0.000379139 0.000383851 -0.00166027 -0.000355544 -0.000827791 0.000565995
0.000301152 0.000327582 0.000379139 -0.000798216 -0.00166027 -0.000355544 0.000566379
0.000136096 0.000301152 0.000327582 -0.00395369 -0.000798216 -0.00166027 0.000566762
0.000164212 0.000136096 0.000301152 -0.00393814 -0.00395369 -0.000798216 -0.00180415
6.5524e-05 0.000164212 0.000136096 -0.00382703 -0.00393814 -0.00395369 -0.00173843
-3.99149e-05 6.5524e-05 0.000164212 -0.00543878 -0.00382703 -0.00393814 -0.00186907
-1.84833e-05 -3.99149e-05 6.5524e-05 -0.00475893 -0.00543878 -0.00382703 -0.001869
-0.000207315 -1.84833e-05 -3.99149e-05 -0.00680373 -0.00475893 -0.00543878 -0.00186894
-0.000222913 -0.000207315 -1.84833e-05 -0.00613708 -0.00680373 -0.00475893 -0.00186887
-0.000315748 -0.000222913 -0.000207315 -0.00695697 -0.00613708 -0.00680373 -0.003832
-0.000375042 -0.000315748 -0.000222913 -0.00705945 -0.00695697 -0.00613708 -0.00383222
-0.000471324 -0.000375042 -0.000315748 -0.00776347 -0.00705945 -0.00695697 -0.00383245
-0.000725168 -0.000471324 -0.000375042 -0.00854178 -0.00776347 -0.00705945 -0.00383267
-0.000739989 -0.000725168 -0.000471324 -0.0089606 -0.00854178 -0.00776347 -0.00628073
-0.000696168 -0.000739989 -0.000725168 -0.00752321 -0.0089606 -0.00854178 -0.00628145
-0.000749881 -0.000696168 -0.000739989 -0.0070108 -0.00752321 -0.0089606 -0.00628218
-0.000906741 -0.000749881 -0.000696168 -0.00881048 -0.0070108 -0.00752321 -0.0062829
-0.00094592 -0.000906741 -0.000749881 -0.0073037 -0.00881048 -0.0070108 -0.00628363
-0.00110475 -0.00094592 -0.000906741 -0.00871193 -0.0073037 -0.00881048 -0.0068089
-0.00118302 -0.00110475 -0.00094592 -0.00866841 -0.00871193 -0.0073037 -0.00680981
-0.00138965 -0.00118302 -0.00110475 -0.0100136 -0.00866841 -0.00871193 -0.00681071
-0.00149301 -0.00138965 -0.00118302 -0.0100344 -0.0100136 -0.00866841 -0.00681162
-0.00162926 -0.00149301 -0.00138965 -0.00904537 -0.0100344 -0.0100136 -0.00871998
-0.00181123 -0.00162926 -0.00149301 -0.0106809 -0.00904537 -0.0100344 -0.00872147
-0.00203629 -0.00181123 -0.00162926 -0.0132918 -0.0106809 -0.00904537 -0.00872297
-0.00215745 -0.00203629 -0.00181123 -0.0140032 -0.0132918 -0.0106809 -0.00872446
-0.00225067 -0.00215745 -0.00203629 -0.0133347 -0.0140032 -0.0132918 -0.0124368
-0.00241774 -0.00225067 -0.00215745 -0.0146106 -0.0133347 -0.0140032 -0.0122244
-0.00261281 -0.00241774 -0.00225067 -0.0149894 -0.0146106 -0.0133347 -0.0133265
-0.00266313 -0.00261281 -0.00241774 -0.014674 -0.0149894 -0.0146106 -0.0133289
-0.00289413 -0.00266313 -0.00261281 -0.0150423 -0.014674 -0.0149894 -0.0133313
-0.00296753 -0.00289413 -0.00266313 -0.0148229 -0.0150423 -0.014674 -0.0133337
-0.00315569 -0.00296753 -0.00289413 -0.0151706 -0.0148229 -0.0150423 -0.0145637
-0.00327398 -0.00315569 -0.00296753 -0.0145066 -0.0151706 -0.0148229 -0.0145666
-0.00352882 -0.00327398 -0.00315569 -0.0148529 -0.0145066 -0.0151706 -0.0145696
-0.00357117 -0.00352882 -0.00327398 -0.0140673 -0.0148529 -0.0145066 -0.0145726
-0.00381672 -0.00357117 -0.00352882 -0.0155161 -0.0140673 -0.0148529 -0.0145755
-0.00396659 -0.00381672 -0.00357117 -0.0153473 -0.0155161 -0.0140673 -0.0166937
-0.00411177 -0.00396659 -0.00381672 -0.0148738 -0.0153473 -0.0155161 -0.0166975
-0.00440311 -0.00411177 -0.00396659 -0.0172544 -0.0148738 -0.0153473 -0.0167013
-0.0044935 -0.00440311 -0.00411177 -0.0158004 -0.0172544 -0.0148738 -0.0167051
-0.00473496 -0.0044935 -0.00440311 -0.0175034 -0.0158004 -0.0172544 -0.0182337
-0.0049294 -0.00473496 -0.0044935 -0.0176195 -0.0175034 -0.0158004 -0.0197432
-0.00503329 -0.0049294 -0.00473496 -0.0175724 -0.0176195 -0.0175034 -0.0202067
-0.00522482 -0.00503329 -0.0049294 -0.0168902 -0.0175724 -0.0176195 -0.0202116
-0.00569077 -0.00522482 -0.00503329 -0.0213388 -0.0168902 -0.0175724 -0.0202165
-0.0054983 -0.00569077 -0.00522482 -0.0171457 -0.0213388 -0.0168902 -0.0202215
-0.0056837 -0.0054983 -0.00569077 -0.0176045 -0.0171457 -0.0213388 -0.0210805
-0.00590352 -0.0056837 -0.0054983 -0.0181408 -0.0176045 -0.0171457 -0.021086
-0.00601695 -0.00590352 -0.0056837 -0.0163699 -0.0181408 -0.0176045 -0.0210915
-0.00619059 -0.00601695 -0.00590352 -0.0174162 -0.0163699 -0.0181408 -0.021097
-0.00631367 -0.00619059 -0.00601695 -0.0161291 -0.0174162 -0.0163699 -0.02265
-0.00656278 -0.00631367 -0.00619059 -0.0168088 -0.0161291 -0.0174162 -0.0226562
-0.00673011 -0.00656278 -0.00631367 -0.0173326 -0.0168088 -0.0161291 -0.0226624
-0.00687394 -0.00673011 -0.00656278 -0.01695 -0.0173326 -0.0168088 -0.0226686
-0.00705949 -0.00687394 -0.00673011 -0.0139112 -0.01695 -0.0173326 -0.0226748
-0.00717488 -0.00705949 -0.00687394 -0.0169334 -0.0139112 -0.01695 -0.0237687
-0.00729973 -0.00717488 -0.00705949 -0.0161775 -0.0169334 -0.0139112 -0.0237755
-0.00742753 -0.00729973 -0.00717488 -0.0154452 -0.0161775 -0.0169334 -0.0237824
-0.00760138 -0.00742753 -0.00729973 -0.0160547 -0.0154452 -0.0161775 -0.0237893
-0.00771749 -0.00760138 -0.00742753 -0.0152836 -0.0160547 -0.0154452 -0.0247145
