0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.0567868 0.0929783 -0.0708049-0.0299521 0.0174787 0.326448
0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0.0567868 0.0929783 -0.0708049-0.0299521 0.0174787 0.326448
0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0.0566714 0.0925681 -0.0709793-0.0299529 0.0174778 0.326449
-0.00156408 0 0 -0.00254582 0 0 0.000991069 0 0 -0.00368299 0 0 0.00905641 1 1 0.00122934 0 0 -0.000280211 0.00115312 -0.0201333 0.00278808 0.00407016 -0.000203389 0.0566685 0.0925705 -0.0709703-0.0298225 0.0174422 0.32643
-0.00156408 -0.00156408 0 -0.00254582 -0.00254582 0 0.000991069 0.000991069 0 -0.00368299 -0.00368299 0 0.00905641 0.00905641 1 0.00122934 0.00122934 0 -0.000280211 0.00115312 -0.0201333 0.00278808 0.00407016 -0.000203389 0.0566657 0.0925729 -0.0709613-0.0298233 0.0174413 0.326431
-0.00156408 -0.00156408 -0.00156408 -0.00254582 -0.00254582 -0.00254582 0.000991069 0.000991069 0.000991069 -0.00368299 -0.00368299 -0.00368299 0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 -0.000280211 0.00115312 -0.0201333 0.00278808 0.00407016 -0.000203389 0.0566628 0.0925753 -0.0709523-0.029824 0.0174404 0.326432
-0.00156408 -0.00156408 -0.00156408 -0.00254582 -0.00254582 -0.00254582 0.000991069 0.000991069 0.000991069 -0.00368299 -0.00368299 -0.00368299 0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 -0.000280211 0.00115312 -0.0201333 0.00278808 0.00407016 -0.000203389 0.0566599 0.0925777 -0.0709433-0.0298248 0.0174394 0.326433
-0.00156408 -0.00156408 -0.00156408 -0.00254582 -0.00254582 -0.00254582 0.000991069 0.000991069 0.000991069 -0.00368299 -0.00368299 -0.00368299 0.00905641 0.00905641 0.00905641 0.00122934 0.00122934 0.00122934 -0.000280211 0.00115312 -0.0201333 0.00278808 0.00407016 -0.000203389 0.0564943 0.0921644 -0.0710547-0.0298255 0.0174385 0.326434
-0.00172224 -0.00156408 -0.00156408 -0.00254012 -0.00254582 -0.00254582 0.000773928 0.000991069 0.000991069 -0.00380267 -0.00368299 -0.00368299 0.00901055 0.00905641 0.00905641 0.000801693 0.00122934 0.00122934 -7.54902e-05 0.000659128 -0.0202634 0.00116871 0.00379686 -0.000394886 0.0564912 0.0921664 -0.0710456-0.0296952 0.0173846 0.326421
-0.00172224 -0.00172224 -0.00156408 -0.00254012 -0.00254012 -0.00254582 0.000773928 0.000773928 0.000991069 -0.00380267 -0.00380267 -0.00368299 0.00901055 0.00901055 0.00905641 0.000801693 0.000801693 0.00122934 -7.54902e-05 0.000659128 -0.0202634 0.00116871 0.00379686 -0.000394886 0.0564881 0.0921684 -0.0710366-0.0296964 0.0173826 0.326423
-0.00172224 -0.00172224 -0.00172224 -0.00254012 -0.00254012 -0.00254012 0.000773928 0.000773928 0.000773928 -0.00380267 -0.00380267 -0.00380267 0.00901055 0.00901055 0.00901055 0.000801693 0.000801693 0.000801693 -7.54902e-05 0.000659128 -0.0202634 0.00116871 0.00379686 -0.000394886 0.0564849 0.0921704 -0.0710275-0.0296964 0.0173826 0.326423
-0.00172224 -0.00172224 -0.00172224 -0.00254012 -0.00254012 -0.00254012 0.000773928 0.000773928 0.000773928 -0.00380267 -0.00380267 -0.00380267 0.00901055 0.00901055 0.00901055 0.000801693 0.000801693 0.000801693 -7.54902e-05 0.000659128 -0.0202634 0.00116871 0.00379686 -0.000394886 0.0562477 0.0917744 -0.0712125-0.029697 0.0173816 0.326424
